CampaignChannel,CampaignType,AdSpend,ClickThroughRate,EmailOpens,EmailClicks,PreviousPurchases,WebsiteVisits,Conversion
Email,Retention,3840.695622158393,0.218270744780739,1,8,1,41,1
Referral,Conversion,4955.378299942724,0.0938898263194075,9,7,7,39,1
Referral,Awareness,5380.553911307067,0.122867409326726,9,7,1,31,1
Referral,Consideration,7842.471171791665,0.2767791671906017,5,4,1,49,1
Social Media,Consideration,5682.668800207348,0.1742697313294433,2,3,0,48,1
Referral,Conversion,2467.635491458509,0.038152638532142,1,9,2,2,1
SEO,Conversion,1327.4733456010365,0.2418874547189164,9,1,9,7,1
PPC,Consideration,9383.968012220745,0.084277873741742,5,0,9,4,0
Referral,Retention,8035.473646927163,0.1702846943673929,19,1,6,19,1
SEO,Retention,327.35558186026583,0.1578946277105572,1,6,0,43,1
SEO,Retention,8233.136944803122,0.0790428642820453,3,5,0,24,1
Social Media,Consideration,5946.918159657211,0.0435736000904285,0,6,6,5,1
Social Media,Awareness,5237.05292684594,0.0712658658835407,11,9,2,27,1
PPC,Conversion,221.06887233323323,0.03822796187355,9,2,5,22,1
PPC,Conversion,7830.554158205709,0.0899321254961093,3,4,6,23,1
Email,Consideration,2060.843640988376,0.2992162781138647,11,2,0,9,0
PPC,Awareness,7307.014010621382,0.1266067569200009,9,8,3,9,1
Social Media,Consideration,257.09564892159096,0.2605276334871529,18,7,2,32,1
SEO,Retention,7983.901131695243,0.1692615307174278,2,6,8,8,1
Email,Retention,328.09073671490154,0.2033090930067825,13,5,7,17,1
PPC,Conversion,2435.3397503179385,0.0553409112276613,14,3,6,2,1
SEO,Conversion,2755.954303875863,0.0896937015523728,1,3,8,32,1
Social Media,Conversion,1659.3355172585714,0.1580285926783884,15,1,8,9,1
Referral,Conversion,4862.476142334153,0.2655315959257838,3,5,0,26,1
Email,Retention,2908.510800205418,0.0224375304066326,4,5,9,34,1
SEO,Retention,9933.550959699842,0.157006788274059,13,9,6,17,1
Social Media,Awareness,5841.691054317846,0.0247935416274446,3,1,6,6,0
Social Media,Conversion,5708.130468036981,0.1424785761702919,13,6,8,6,1
Email,Consideration,2286.609338053907,0.1923717662064646,4,9,5,21,1
Email,Awareness,4146.025443277622,0.2259697255142091,12,3,5,9,1
PPC,Awareness,1327.382144164,0.0501742815255817,19,5,2,26,1
PPC,Retention,7649.039597278824,0.0583068322037909,18,5,0,44,1
Email,Conversion,3378.476536919421,0.1463188272906192,5,6,5,3,1
Email,Awareness,7544.461750592783,0.2994305728139315,8,2,0,11,1
SEO,Conversion,3779.790399301807,0.1132535823404613,7,4,4,2,1
PPC,Retention,9888.696677136972,0.1339829539352439,0,4,2,47,1
Social Media,Awareness,1794.1040603207557,0.1354095554162199,6,3,9,42,1
PPC,Awareness,115.08654944497982,0.0334032381935576,11,9,8,2,0
PPC,Consideration,5988.772859646018,0.2345099221340986,6,9,0,24,1
Email,Retention,9534.236680869595,0.0833994420835711,16,9,2,25,1
Email,Consideration,6505.835143569196,0.2140634464960467,17,6,2,39,1
PPC,Retention,948.6628752069914,0.1477760648623213,15,4,0,6,0
Referral,Consideration,5450.755786415632,0.1874161252436213,3,2,0,45,1
Referral,Retention,9103.9206677635,0.0256517745835489,4,3,8,33,1
PPC,Retention,164.41007201212608,0.2680900484808042,8,1,0,9,0
Referral,Awareness,1752.430907094208,0.0807184631317168,8,2,2,2,0
PPC,Consideration,8164.159405415902,0.2043276623752427,11,4,2,27,1
Email,Consideration,8949.68035511708,0.2414255424991868,1,0,9,10,0
Email,Consideration,7100.8901465958825,0.1666112280121271,2,3,7,31,1
Email,Awareness,9916.445620034228,0.107826866402801,7,4,4,7,1
Social Media,Conversion,993.1377029070364,0.2935919785995122,8,4,3,19,1
Email,Retention,5502.197506781947,0.0907475168485017,10,7,6,4,1
Email,Consideration,6881.447754211104,0.2851120777657484,12,2,6,40,1
PPC,Retention,7056.18273165397,0.0553049987685722,19,8,2,12,1
Referral,Awareness,7955.497691907409,0.1228744181414796,17,3,2,10,1
Referral,Retention,9184.497846483891,0.0501637194027176,13,9,3,33,1
Email,Awareness,3680.250311609435,0.0106497371913718,10,4,1,43,1
Email,Conversion,525.3375887955948,0.0854749767149777,1,1,1,2,0
Email,Consideration,3688.174953361487,0.0352910162664968,14,1,9,14,1
PPC,Awareness,6748.986157533625,0.2960402016962006,1,8,6,32,1
PPC,Retention,2213.215264603071,0.2308794622060227,12,8,2,42,1
PPC,Awareness,8118.732220431233,0.0110743909333825,10,1,4,9,1
Referral,Awareness,2275.668131456025,0.0748575095988417,14,0,1,2,0
Social Media,Conversion,199.62768356371603,0.2043360299722779,5,0,0,45,0
Referral,Consideration,5129.999664813436,0.1255801128177787,14,8,8,47,1
PPC,Awareness,7291.969556895838,0.2512343432828259,15,4,3,40,1
SEO,Awareness,3561.5878713146567,0.1564096257289621,0,2,8,13,1
Social Media,Retention,7514.068415414189,0.1995589117224044,7,0,4,32,1
Email,Awareness,4440.202907797981,0.1831408453023993,19,3,4,32,1
Referral,Awareness,1799.974711336681,0.1950689811808539,7,2,2,35,1
Social Media,Consideration,996.5280986096536,0.0767286676098822,9,4,4,22,1
SEO,Consideration,7134.812932582739,0.1182539373697955,0,9,9,0,1
Social Media,Retention,3918.5763972684895,0.0246824833307024,10,7,5,26,1
Referral,Awareness,9136.460302445326,0.1804145892595805,7,6,1,31,1
PPC,Awareness,5448.525079882103,0.1431849540019749,14,4,4,20,1
Email,Awareness,3549.480940384956,0.2306076832155309,18,9,6,43,1
PPC,Conversion,3555.010177198259,0.0698509147402762,13,2,7,19,1
PPC,Conversion,1401.2348580812263,0.1366755136596625,3,4,3,26,1
Referral,Retention,5978.5126205326505,0.062416175586642,7,0,5,35,1
PPC,Conversion,5863.4546405621895,0.1880539753220482,11,2,2,40,1
PPC,Retention,8019.937550171286,0.255928774388321,17,1,4,31,1
Referral,Awareness,2091.8499284240534,0.2319785420502056,8,0,5,38,1
Referral,Conversion,2978.817460510691,0.2838174120629573,3,4,2,28,1
SEO,Consideration,1062.6558940462587,0.2918004767404414,5,0,8,45,1
PPC,Conversion,3023.8878024621768,0.2338898215987772,13,1,0,22,1
Social Media,Awareness,4338.210945968567,0.093173764760275,12,0,2,34,1
Email,Consideration,9643.88121894444,0.0735857993924422,7,9,7,14,1
Email,Retention,6565.353428461642,0.1397892200191936,19,7,3,42,1
Referral,Awareness,7850.451904814035,0.2982262714273649,6,7,4,9,1
Referral,Consideration,3322.547863682853,0.129673726036975,13,0,3,14,1
SEO,Conversion,1530.676846800155,0.0677298390659579,7,6,1,24,0
PPC,Retention,2641.527424941965,0.2838594345571398,11,2,6,16,1
Referral,Conversion,2639.0301408932787,0.1219162135028465,19,2,1,30,1
Referral,Consideration,5872.841750104929,0.2103606772960129,1,1,6,10,0
Email,Consideration,3480.564211304784,0.2385643637982301,3,1,9,19,0
PPC,Awareness,8588.24875689946,0.2545152115972648,3,9,6,30,1
SEO,Retention,9886.59074044133,0.2481713122656092,10,5,5,15,1
Referral,Retention,3498.65421210814,0.2525115902699942,9,4,8,35,1
Referral,Consideration,7080.096709501407,0.2036194939975854,4,5,1,38,1
Referral,Awareness,6609.117161011651,0.1271110100890133,8,9,7,10,1
Email,Consideration,2025.1786285495864,0.2035131876785127,6,2,7,19,1
Referral,Consideration,9188.285088724277,0.2526529568773748,11,6,4,25,1
Referral,Retention,2074.4816131651723,0.1116863147410821,4,9,5,48,1
Email,Conversion,7395.8756035300175,0.0959873171846916,2,3,8,25,1
Referral,Conversion,3541.335458515693,0.1096750929604974,7,1,1,41,1
PPC,Retention,3734.107513388816,0.1698721848485168,19,6,6,46,1
PPC,Awareness,4608.945623600707,0.0252087236960439,2,3,4,5,0
Email,Retention,8658.628982745882,0.2359015375148835,3,0,7,44,1
PPC,Awareness,1488.494220961,0.0502670679505585,11,8,8,34,1
SEO,Retention,640.2388205640638,0.0485232104673886,0,0,3,7,0
Referral,Awareness,4080.204107246436,0.0673211504132704,7,0,6,6,1
SEO,Consideration,650.2924815066721,0.1773089561420245,8,6,0,36,1
PPC,Consideration,6907.248742268661,0.0928148289831472,2,6,9,49,1
Email,Awareness,7627.2182427694115,0.1167461954061001,5,8,0,15,1
Email,Retention,8561.652708057263,0.280178242183657,19,4,1,8,1
SEO,Consideration,7464.03823028761,0.2556886321933257,8,1,3,10,1
PPC,Retention,9171.878797557523,0.2571352546003869,1,7,8,20,1
Referral,Conversion,7508.181114959899,0.1775161316645364,2,2,6,45,1
PPC,Consideration,9367.148834796177,0.2612751827142394,13,4,6,6,1
PPC,Retention,2011.7968626726956,0.2357840893487605,12,5,5,11,1
Email,Retention,5048.645015390529,0.286438672844208,13,2,3,39,1
Social Media,Conversion,9939.912937078596,0.0286668374563555,13,5,8,20,1
Referral,Retention,6847.624007172884,0.0183308687596405,16,4,5,4,1
Referral,Awareness,8798.547068093649,0.0607586828099284,14,6,0,5,1
Email,Consideration,400.8985589452668,0.2794345979473129,11,9,5,42,1
PPC,Awareness,8730.40319582753,0.1856138807267313,6,1,9,25,1
Email,Conversion,7007.361022263767,0.1335726301316314,8,7,2,28,1
PPC,Awareness,1790.4787964783354,0.158686207828084,11,5,0,2,0
Social Media,Retention,354.2414685936061,0.2505853305860243,16,0,0,10,0
Social Media,Conversion,2673.273123443964,0.2794418987831379,18,1,1,22,1
SEO,Conversion,9166.156254028425,0.2216126619501638,6,2,5,24,1
PPC,Awareness,6714.516093132836,0.2303558715518159,15,2,8,11,1
Email,Conversion,9202.74413240491,0.102909632807513,2,9,1,0,1
Email,Awareness,4516.892746693168,0.1454402066296163,18,2,4,3,0
Email,Awareness,9372.608242828886,0.2667109561066381,18,4,7,0,1
SEO,Awareness,4683.302172905556,0.2379208919210474,19,8,0,5,1
Referral,Conversion,2122.121771741511,0.2084385663537908,19,5,3,33,1
Email,Conversion,1598.7952954260286,0.0289215824075549,7,8,0,26,0
Social Media,Consideration,9938.73694904694,0.0214570936416469,4,2,5,44,1
Email,Awareness,3405.240348598252,0.0478191735030585,13,8,8,15,1
Email,Awareness,1684.5249506441182,0.1786034187673716,18,3,7,10,1
Email,Awareness,183.2434658184464,0.1655521857289335,11,6,5,13,1
Referral,Awareness,2927.138708643262,0.2833803396986456,8,0,2,37,1
Email,Awareness,8902.249821665137,0.2114802956125849,5,9,1,47,1
Referral,Awareness,5386.692274705287,0.0952520590301735,3,2,7,48,1
Referral,Awareness,6361.107010097054,0.0568339252065522,0,3,1,9,1
SEO,Consideration,9231.671928516276,0.2563646394052307,4,7,1,12,1
Social Media,Consideration,5177.115189259589,0.143290990069817,8,0,8,44,1
Email,Retention,8398.970473940884,0.1995061542485661,6,6,5,33,1
Email,Awareness,3305.949452955901,0.1738916459113328,17,3,1,32,1
Email,Awareness,9773.308442128076,0.0411623403796241,1,2,4,32,0
Referral,Consideration,880.2573477732786,0.0265469312677298,7,7,9,38,1
PPC,Consideration,7275.81230258132,0.1193352750177599,4,4,9,12,1
Social Media,Awareness,6639.606238926915,0.1148495862882581,4,5,6,16,1
Email,Awareness,1997.547907923088,0.2054014527609828,6,1,9,8,1
PPC,Consideration,3949.555588580706,0.1933381186393369,11,0,4,12,1
PPC,Consideration,3197.008256092364,0.2909928692545583,12,6,9,15,1
PPC,Retention,1035.4793964917042,0.2588488558037558,3,7,3,36,1
Social Media,Retention,5889.401427213328,0.1540089324748334,8,2,4,29,1
PPC,Awareness,9937.331471095138,0.1550073522431817,7,5,8,38,1
Email,Consideration,5639.922596428554,0.2054974764426813,13,0,4,32,1
Email,Retention,5498.073078105684,0.0430862690042499,5,3,0,39,1
SEO,Awareness,499.1057028100283,0.2999682637431038,0,1,5,5,1
Referral,Retention,1478.2802113005357,0.1604543493606509,5,0,8,11,1
PPC,Retention,5180.868982112384,0.2738724134336012,15,2,0,1,1
Referral,Retention,9853.267785422306,0.2905333370491403,16,1,4,32,1
Referral,Conversion,8778.416581072403,0.178676394571657,4,4,7,14,1
Referral,Awareness,3468.070301594358,0.0399711077821848,12,8,1,16,1
Referral,Retention,5475.742116858462,0.1762702844417916,17,7,0,34,1
Referral,Awareness,5571.752000315953,0.1833163067781361,18,1,3,30,1
Email,Awareness,6885.070066345614,0.238866009664266,10,6,3,29,1
Social Media,Consideration,6909.042208267471,0.0239864874285227,11,2,0,37,1
PPC,Awareness,7918.945635021139,0.1452314564865772,7,5,7,15,1
PPC,Retention,347.2131459128556,0.2776033749176758,12,8,3,41,1
Email,Awareness,9442.433887310714,0.2974767328168095,14,2,3,44,1
Email,Consideration,793.6142552935413,0.0655009768401789,10,9,2,39,1
Referral,Conversion,4813.985103621705,0.2624737078931602,5,9,7,16,1
Social Media,Conversion,9203.834835954523,0.0524126628728867,17,1,7,6,1
PPC,Consideration,4927.92140938769,0.2539405860246901,15,1,2,4,1
SEO,Retention,730.0046589078567,0.0904105409656224,5,4,6,39,1
Email,Retention,2369.4761961381982,0.2882913271542513,4,5,1,26,1
SEO,Retention,5828.8008781473845,0.2116940577611847,13,3,3,0,1
PPC,Awareness,969.8300171997938,0.1257420744030302,9,5,2,1,1
Email,Conversion,4294.411517071235,0.0914822656733682,3,3,0,3,0
PPC,Retention,3358.0233352949085,0.0782188829675891,8,4,7,0,0
Email,Conversion,8170.5555154599715,0.2074297748298796,1,6,3,28,1
PPC,Consideration,1190.306189520947,0.2697793907472957,14,5,2,20,1
SEO,Conversion,6859.704656571984,0.2289331711881596,12,1,8,41,1
Social Media,Retention,4125.2318016715,0.2520895460247972,18,8,4,34,1
Email,Conversion,5918.731736676053,0.2366012926140157,3,9,4,33,1
SEO,Consideration,2134.764542013393,0.2939528232844255,12,4,2,38,1
PPC,Conversion,6136.066479140092,0.2297634287796341,6,8,3,1,1
SEO,Awareness,6772.379501419516,0.0709662703563794,12,4,2,24,1
Email,Consideration,795.2924901446705,0.2395635549876093,0,2,1,5,0
SEO,Awareness,8261.008249071077,0.1034001146855922,8,6,3,7,1
PPC,Awareness,8626.415717593589,0.2987819601722288,15,7,6,34,1
Referral,Retention,729.1851512596676,0.1192350598290424,16,4,3,18,1
Social Media,Retention,6071.5561321631285,0.0949101891956966,18,8,1,8,1
Social Media,Consideration,5980.713820025047,0.0793726357975843,15,2,3,32,1
Referral,Retention,223.33827749758888,0.2009692490969272,14,7,8,7,1
Email,Conversion,3489.2294981639184,0.041674115632384,0,1,0,37,1
SEO,Consideration,9692.3652488661,0.2865323657025618,13,9,6,31,1
SEO,Retention,5598.962447460555,0.0953506768065097,10,0,8,22,1
Referral,Retention,9338.7968471409,0.0956661772011569,14,6,2,33,1
Referral,Conversion,6788.881895186101,0.0233591677550471,19,9,8,22,1
PPC,Awareness,381.06613041043664,0.0813450801833365,17,4,8,45,1
PPC,Conversion,869.3606606790813,0.1315040131461089,3,6,4,31,1
Social Media,Awareness,7249.571658137487,0.117185853165024,3,2,8,0,0
Email,Retention,5590.221124653292,0.0891757772165038,18,2,2,6,1
Email,Awareness,1358.8014795387694,0.0218157129733674,4,0,6,42,1
Referral,Awareness,6179.220515700801,0.0971685983456362,1,2,5,47,1
Social Media,Retention,8121.844869625142,0.2357159720963048,9,0,1,23,1
Social Media,Consideration,7554.526058312859,0.1372497627397466,16,3,8,1,1
PPC,Conversion,2537.0083543174637,0.0943248508036269,10,9,9,17,1
SEO,Retention,2656.1301698948346,0.0983897189029077,10,4,3,18,1
Email,Conversion,9681.594270510926,0.1707868971832312,10,9,7,41,1
Social Media,Conversion,8885.307541311891,0.0976648765443316,18,8,2,35,1
PPC,Awareness,3251.5394128656326,0.1929312227611964,10,0,4,27,1
PPC,Retention,8258.139447723184,0.2969418089802834,7,7,0,34,1
PPC,Consideration,1701.2114443521998,0.0219411553486036,2,3,8,31,1
SEO,Conversion,2048.726903132988,0.0589336591522369,8,3,3,12,1
Social Media,Conversion,1893.8409330689187,0.0619411881338169,7,0,2,5,1
Referral,Consideration,968.4356726338,0.1396503922002843,17,7,9,28,1
Referral,Conversion,8561.313349997417,0.0220114264954785,17,4,9,9,1
PPC,Retention,5830.188292225295,0.1484812575453298,10,2,1,39,1
PPC,Consideration,2663.665315689992,0.2793881798422304,1,4,0,9,1
SEO,Retention,8501.684824003181,0.0133535857208835,8,6,7,33,1
PPC,Consideration,8046.20291798892,0.1158322714837024,18,8,8,19,1
Social Media,Conversion,1099.4200294647803,0.2306591939121797,14,8,6,46,1
PPC,Consideration,6476.979799976221,0.0548034050968063,7,6,9,32,1
PPC,Retention,7246.152655105128,0.0324921107326972,18,8,8,10,1
Social Media,Consideration,7186.690636161043,0.1929257758061651,8,8,1,23,1
Email,Conversion,7259.112807753981,0.0128857636243572,4,2,9,32,1
Referral,Awareness,1777.6320779254695,0.2425134424392175,7,4,4,21,1
PPC,Conversion,3219.3558972608166,0.0293872985341686,0,1,8,47,1
Social Media,Conversion,8457.367234194178,0.1620627352319046,16,9,6,11,1
Referral,Awareness,8994.07832725274,0.2246370359660408,14,4,7,29,1
SEO,Consideration,2863.969976992216,0.0801831867364784,14,6,0,31,1
Email,Conversion,327.8932101597492,0.0400266469575938,8,4,8,43,1
PPC,Awareness,8611.69277694447,0.0609306022613812,6,7,5,18,1
Email,Retention,3833.209194468318,0.2578582358611524,13,9,5,44,1
PPC,Awareness,3361.68920400337,0.2146762845790869,0,1,7,39,1
PPC,Conversion,3535.296828917394,0.0674484342723783,18,5,2,1,1
PPC,Retention,4215.394597279651,0.2176750311679884,8,9,0,13,1
Email,Conversion,3844.839554383719,0.2154992693605191,18,5,9,32,1
SEO,Awareness,5707.665901422248,0.2993402784507285,12,3,5,31,1
Social Media,Retention,881.5087571320828,0.1235512468225146,4,0,7,40,1
Social Media,Conversion,9718.2479236543,0.2608075133014035,13,5,3,18,1
SEO,Awareness,9370.865241274396,0.1394683789321163,17,8,5,13,1
SEO,Retention,9350.625801493445,0.2703504648489204,4,0,3,3,1
PPC,Conversion,8804.848478410942,0.0365641447386952,4,5,9,1,1
PPC,Awareness,6637.230391599124,0.0608406627363207,19,3,2,9,1
Social Media,Conversion,2288.9747712094804,0.25648676528934,3,8,5,28,1
PPC,Conversion,589.8865227490858,0.2475970939905645,4,8,0,14,1
PPC,Conversion,1083.2785413394895,0.0985757996385263,1,6,4,30,1
SEO,Consideration,3307.525754609495,0.1830715122587017,13,0,5,32,1
Email,Conversion,5088.441952408276,0.1209829194095904,14,2,5,28,1
Referral,Retention,9933.20540472946,0.0129920312980211,5,0,2,10,0
Referral,Awareness,4410.890568766532,0.0175701967044668,1,4,4,47,1
PPC,Awareness,5293.99629586463,0.0257343459896571,8,6,2,44,1
PPC,Consideration,6982.056747161998,0.1822809247544178,10,4,4,39,1
Referral,Consideration,1889.266307433183,0.090976043238603,4,2,2,8,0
SEO,Consideration,9334.987315466333,0.0517450065113182,10,4,1,46,0
Referral,Conversion,5337.442597843069,0.2829280214487274,2,8,7,28,1
Referral,Conversion,2834.937821457509,0.0451824134535525,13,2,3,36,1
Referral,Retention,9357.57896475452,0.2054546977632145,8,9,7,20,1
PPC,Awareness,6291.961123733607,0.269306453018571,18,5,7,30,1
PPC,Awareness,4888.528339367183,0.0575106034991504,16,1,5,21,0
Referral,Conversion,5843.543508611664,0.0722716078463273,16,3,5,17,1
PPC,Awareness,7508.191967161743,0.1764059247370275,13,6,3,1,1
Referral,Conversion,1629.926236560238,0.1574501190498513,13,8,5,21,1
SEO,Consideration,8661.82126396193,0.1610979508970176,9,3,5,36,1
PPC,Conversion,9599.117421952307,0.1708566472652457,6,9,9,19,1
Email,Retention,5713.296552325737,0.2854718456287028,12,2,4,47,1
PPC,Conversion,6854.481383296221,0.0256130321704154,2,6,9,47,1
SEO,Conversion,8612.351460377784,0.2305300710014975,5,1,5,3,1
SEO,Awareness,3810.625251023355,0.0774268624979526,9,3,9,25,1
PPC,Conversion,9929.034769335743,0.1183665243499907,4,4,4,19,1
Social Media,Retention,6836.963556138287,0.0358944256598685,5,2,7,21,1
Referral,Conversion,4297.587113744023,0.1392317630545276,7,4,3,42,1
Referral,Conversion,6805.645952516109,0.2432235831597852,4,1,7,19,1
SEO,Consideration,5264.63232188302,0.0386346981745569,9,7,7,28,1
PPC,Conversion,1205.2515582298154,0.0899250434838867,0,4,2,47,1
Social Media,Conversion,7979.066517216253,0.1181878955163372,12,7,4,30,1
Email,Conversion,5687.318244504028,0.0401307688954162,4,2,6,22,1
Referral,Retention,7978.871022951498,0.2310718748933107,18,1,9,43,1
Social Media,Awareness,1633.6282096379114,0.2382146381830533,15,8,7,37,1
Referral,Consideration,5429.735852327679,0.2524095493561907,17,4,6,15,1
PPC,Consideration,7689.580294907837,0.1793298993938323,18,7,6,18,1
Referral,Conversion,9884.215219148904,0.157099258047769,9,9,0,10,1
Email,Conversion,8855.533036214061,0.0861402091866601,1,4,4,11,1
PPC,Awareness,8657.061307900329,0.1999958105142588,8,5,9,35,1
SEO,Conversion,2549.85536764934,0.1389234108401076,18,1,3,12,1
Social Media,Retention,8396.04755691957,0.2915251577624426,11,0,9,1,1
Referral,Awareness,1775.8846476753345,0.2907720541225924,11,1,5,10,1
PPC,Conversion,2061.265879029492,0.2725094882270931,2,1,8,0,1
PPC,Awareness,1190.155763060373,0.1144258500241562,12,8,3,40,1
Referral,Consideration,8590.205654066493,0.1167120120526771,3,6,9,9,1
SEO,Conversion,1171.719514868055,0.2572752175726775,0,4,6,2,1
Referral,Awareness,1467.3036494755993,0.2214491302050251,0,8,1,7,0
SEO,Awareness,2534.28278581562,0.2142646812472327,3,7,2,15,1
Referral,Conversion,5769.3578502943465,0.0910871932143935,1,9,7,35,1
PPC,Awareness,8813.78383447399,0.2516710973507979,7,6,2,42,1
Email,Conversion,4240.458737030124,0.1780319659562535,15,4,8,39,1
Email,Conversion,5508.230896998673,0.1395910165291862,9,7,3,38,1
PPC,Retention,1748.2450595768046,0.2609724159913419,8,9,9,19,1
Email,Retention,2732.8639733881373,0.124320831496813,6,4,2,46,1
SEO,Awareness,1425.8650486091717,0.199638485441652,7,4,1,7,1
PPC,Awareness,4158.196564184189,0.1451125027812003,16,4,1,9,1
SEO,Awareness,5944.323020914105,0.1818939637896063,10,1,0,36,1
PPC,Consideration,2911.793347331196,0.0217584767780587,10,8,3,31,1
SEO,Conversion,8475.358970190448,0.1437233973211513,14,9,6,26,1
SEO,Conversion,9814.25967496568,0.1713824791740645,6,5,3,30,1
Email,Consideration,1289.533037914352,0.1528886070773857,2,1,1,2,0
PPC,Consideration,276.814554551709,0.2557490080269774,15,0,5,38,1
Referral,Awareness,7918.79138320836,0.1002259526896267,15,3,7,5,1
Email,Conversion,1987.3625102531144,0.2663821939913167,13,3,1,16,1
SEO,Retention,3596.151267342504,0.1270039712729982,19,4,1,9,1
SEO,Retention,4002.889060930522,0.2114127523555903,17,3,5,20,1
Referral,Consideration,9174.333950119351,0.0351495911221163,19,0,2,28,1
Referral,Consideration,6622.498336085004,0.0680446842349585,9,1,2,28,1
SEO,Conversion,502.0339539986183,0.2307381432309688,3,5,7,19,1
Referral,Conversion,246.6213830701305,0.0135753188062057,13,9,2,14,1
Social Media,Retention,2075.7241655497737,0.2908730443526588,4,8,5,1,1
Email,Conversion,3249.902214639843,0.0652823813083323,5,7,0,32,1
PPC,Awareness,4896.7859574573295,0.2713781560110857,3,6,2,11,1
Referral,Consideration,8394.61018185767,0.1596240581856228,10,6,4,12,1
Referral,Retention,3216.695784744119,0.1737268564001677,11,0,9,43,1
Social Media,Retention,3827.718470789388,0.0343982185115972,19,4,3,43,1
PPC,Awareness,3360.4455070956105,0.1159134387056366,10,3,7,38,1
Social Media,Conversion,188.7568267257656,0.0553034696263454,6,4,4,38,1
PPC,Conversion,9556.495237269386,0.1625201333646734,10,5,0,37,1
Email,Consideration,1476.0592529510905,0.1697123222448653,6,5,9,44,1
Referral,Awareness,2947.9080342121456,0.21580341537945,1,9,9,20,1
Email,Retention,1380.102690754774,0.2647006657977231,0,4,0,40,1
PPC,Awareness,4956.377245951554,0.1457721467182596,8,2,2,15,1
Referral,Retention,9328.444537930742,0.0776745073233759,13,2,4,33,1
Social Media,Awareness,1096.937104492314,0.1067357818180783,19,7,2,26,1
SEO,Conversion,4464.879543526111,0.2556560457522918,3,7,4,42,1
Social Media,Retention,321.5109731386266,0.0523004106728408,9,7,0,2,0
SEO,Consideration,7731.892391722867,0.1919042627182179,18,6,0,8,1
Social Media,Awareness,6448.138821188807,0.0137949063144149,18,4,6,43,1
PPC,Conversion,7027.016770700787,0.0812441052517303,19,5,4,33,1
Email,Retention,4776.129972867754,0.1815084642754232,2,5,1,18,1
SEO,Conversion,9085.566992608416,0.1423594916007745,7,8,8,37,1
PPC,Awareness,4154.618763638835,0.153129352170537,14,4,8,25,1
Email,Consideration,5189.442240392063,0.2015629946332857,5,6,8,22,1
Email,Consideration,6983.363300479231,0.0780299470813845,8,8,3,17,1
Referral,Awareness,5253.550346845053,0.0914334326946856,3,8,3,44,1
Referral,Retention,1974.4229143716468,0.2084928801540754,17,0,8,45,1
Referral,Conversion,3238.9991186446287,0.166104508187722,15,6,0,39,1
SEO,Conversion,1013.715234574172,0.01423017903506,3,8,7,40,1
SEO,Retention,4382.873622451249,0.2043950606327779,1,3,0,44,1
Email,Awareness,6132.981721554647,0.1898266918181606,15,2,6,48,1
SEO,Conversion,1273.4464482644923,0.0327961964014993,5,0,5,37,1
Email,Conversion,6342.812502554277,0.2267806535038859,16,6,7,9,1
PPC,Awareness,8939.434183545882,0.1614094230946505,2,7,4,42,1
Social Media,Conversion,3443.464956556644,0.0693767123475182,12,8,7,9,1
Email,Retention,2298.127652566317,0.1722133467537639,1,2,5,20,1
Email,Retention,8940.760032034841,0.1826829691095909,3,2,8,37,1
PPC,Awareness,6950.257835385732,0.2768344314651688,8,0,2,37,1
Referral,Awareness,1143.409193759883,0.2252218834098394,16,4,3,46,1
Referral,Retention,4140.308325411152,0.0975580628024477,12,7,6,6,1
Referral,Awareness,6773.487037570033,0.0442585605936158,6,6,1,11,1
Email,Retention,5786.400362257002,0.2574233809034264,13,6,5,40,1
Email,Retention,6223.616481563743,0.2553596294838793,0,3,7,32,1
SEO,Retention,5714.638222341869,0.0608399042699476,8,0,2,24,1
SEO,Conversion,8000.807516518414,0.0280180437073871,12,6,0,27,1
Social Media,Awareness,3272.2268722900885,0.2164407484466513,8,2,4,23,1
Social Media,Conversion,7113.777244203694,0.2195487309425803,2,4,3,47,1
SEO,Awareness,9911.686480693414,0.0613716885745599,17,8,2,30,1
Email,Consideration,3960.592692033685,0.203781439271662,12,2,5,17,1
PPC,Conversion,7931.378314092452,0.0908878859621093,15,1,4,22,1
SEO,Conversion,2536.4814476480933,0.0855789381109531,14,9,2,6,1
Email,Conversion,2890.7774516120885,0.1041102008861993,18,7,1,49,1
SEO,Consideration,9355.152354417076,0.1609149462898877,9,1,2,7,1
Referral,Awareness,356.789726862019,0.2432916377653006,8,5,9,14,1
SEO,Consideration,2252.5307141222097,0.1546066877579916,11,5,3,37,1
Referral,Awareness,4880.91490833883,0.0964323817309815,7,1,8,27,1
Email,Awareness,4078.2914548714457,0.2663525466264362,9,4,5,26,1
Referral,Awareness,6328.78033922681,0.0259760876582857,1,0,5,20,1
SEO,Awareness,2007.948298567781,0.2411565303304433,14,6,0,43,1
Referral,Awareness,798.4153432484603,0.2374707097973381,19,1,9,26,1
PPC,Consideration,3756.400638267095,0.0835285749447594,15,8,3,46,1
Referral,Conversion,5291.116897227392,0.067505602930881,9,0,2,46,1
Referral,Consideration,5663.818187140622,0.2636631628337232,12,3,3,41,1
Social Media,Conversion,6054.785883070421,0.172072675132494,10,5,1,40,1
PPC,Conversion,5531.753758039394,0.0233432937131102,15,2,9,13,1
Email,Retention,2532.944512614757,0.2683414297754714,13,5,8,20,1
